Preference_KOR
"데이터 시각화, 도메인 지식, 테스트 설계 분석, 분산 처리 시스템, 빅데이터 분석, 데이터 분석, 데이터 엔지니어링, 클라우드 경험, 인과추론, 병렬 처리 시스템"
"도메인 지식, 문제 정의 및 해결, 전산 지식, 알고리즘 개발, 데이터베이스, 커뮤니케이션"
"데이터 분석, 데이터 솔루션, 데이터 시각화"
"데이터 파이프라인 구축, 도메인 지식, 머신러닝, 데이터 분석, 알고리즘 개발, 딥러닝, 커뮤니케이션, 고객 분석"
정보처리기사
"데이터 분석, 프로젝트 경험, 최신 기술 연구, 모델 개발"
통계분석
"도메인 지식, 인공지능, 데이터 분석, 영어 커뮤니케이션, 통계분석, 커뮤니케이션, 산업공학"
"논문 구현, 최신 기술 연구, 머신러닝, 프로젝트 경험, 시계열 데이터, 이미지 데이터, 영상 처리, 알고리즘 개발, 딥러닝, 컴퓨터공학, 산업공학"
"도메인 지식, 최신 기술 연구, 인공지능, 프로젝트 경험, 챗봇 설계 구현, 모델 개발, 플랫폼 구축, 컴퓨터공학, 클라우드 경험, 통계분석"
"정보처리기사, 클라우드 경험, 문제 정의 및 해결, 컨설팅, 프로젝트 경험, 데이터 솔루션, 프리젠테이션, 논리적 사고"
"머신러닝, 전산 지식, 데이터 로그 설계, 데이터 가공, 데이터 분석, 알고리즘 개발, 통계분석"
""
"데이터 시각화, 프로젝트 경험, 빅데이터 분석, 데이터 분석, 통계분석, 컴퓨터공학, 커뮤니케이션, 산업공학"
"통계적 지식, 문제 정의 및 해결, 데이터분석준전문가, 빅데이터 분석, 지표 정의, 인사이트 도출, 데이터 분석, 컴퓨터공학, 꼼꼼함, 커뮤니케이션, 빅데이터분석기사, 산업공학"
"문제 정의 및 해결, 주도적, 지표 정의, 인사이트 도출, 데이터 분석, 협업, 모바일 데이터, 커뮤니케이션"
"통계적 지식, 도메인 지식, 머신러닝, 문제 정의 및 해결, 지표 정의, 인사이트 도출, 플랫폼 구축, 데이터 분석, 딥러닝, 리딩 능력, 데이터 모델링, 통계분석, 실무매니징, 휴먼매니징"
"영어 커뮤니케이션, 협업"
프로젝트 경험
"플랫폼 구축, 세일즈포스"
""
"시스템 개발, 커뮤니케이션"
"데이터 분석, 데이터 전처리, 프로젝트 경험"
"커뮤니케이션, 프로젝트 경험, 영어 커뮤니케이션"
"가설 수립 및 검증, 데이터 리터러시"
"데이터 파이프라인 구축, 머신러닝, 업무 자동화, 데이터 솔루션, 쿼리, 빅데이터 분석, 협업, 플랫폼 구축, 데이터 분석, 고가용성, 적극적, 컨테이너 경험, 인프라 구축 운영, 클라우드 경험, 튜닝 역량"
"머신러닝, 전산 지식, 데이터 로그 설계, 데이터 가공, 데이터 분석, 알고리즘 개발, 리딩 능력, 통계분석"
"데이터 파이프라인 구축, 데이터 마트 구축 운영, 리드 능력, 협업, 가설 수립 및 검증, 데이터 분석, 데이터 리터러시"
"통계적 지식, 컨설팅, 문제 정의 및 해결, 가설 수립 및 검증, 데이터 분석, 구조적 사고"
"통계분석, 영어 커뮤니케이션, 커뮤니케이션"
""
"데이터 시각화, 지표 정의, 데이터 분석, 통계분석, 고객 분석"
"통계적 지식, 데이터 시각화, 경영학, 스크립트 언어, 대시보드 구축, 데이터 분석, 배치 프로세싱, 컴퓨터공학"
"통계적 지식, 텍스트 데이터, 커뮤니케이션, 데이터분석준전문가, 프로젝트 경험, 빅데이터 분석, 데이터 분석, 대회 수상자, 통계분석, 모델 개발, 빅데이터분석기사"
"통계적 지식, 코드 해석, 블록체인, 커뮤니케이션, 프로젝트 경험, 데이터 분석, 리포트 작성, 암호화폐, 데이터 모델링, 영어 커뮤니케이션"
"머신러닝, 문제 정의 및 해결, 분석적 사고, 데이터 모델링, 통계분석, 트러블슈팅"
"컴퓨터공학, 데이터 분석, 통계적 지식"
"문제 정의 및 해결, 핀테크, 빅데이터 분석, 가설 수립 및 검증, 통계분석, 커뮤니케이션"
"정보보호, 프로젝트 경험, 보안, 데이터 분석, 대회 수상자, 전문 교육 수료"
"데이터 시각화, 플랫폼 구축, 데이터 분석, 실무경험, 고객 분석"
"데이터 분석, 모델 개발"
"데이터 분석, 모델 개발"
"컴퓨터 비전, 머신러닝, 이미지 데이터, 데이터 프로세싱, 최적화"
"협업, 인사이트 도출, 데이터 분석, 데이터 웨어하우스, 가설 수립 및 검증, 데이터 전처리, 프로그래밍 언어, 클라우드 경험"
"도메인 지식, 최신 기술 연구, 머신러닝, 주도적, 프로젝트 경험, 시스템 개발, 통계분석, 데이터 마이닝, 커뮤니케이션, 고객 분석, 산업공학"
"데이터 파이프라인 구축, 머신러닝, 딥러닝, 모델 개발"
"정보보호, 프로젝트 경험, 보안, 데이터 분석, 대회 수상자, 전문 교육 수료"
""
"통계적 지식, 머신러닝, 프레임워크, 빅데이터 분석, 딥러닝, 실무경험, 오픈소스 경험, 오픈소스 메인테이너, 오픈소스 컨트리뷰터"
"데이터 파이프라인 구축, 데이터 시각화, 도메인 지식, 시스템 개발, 보안, 분산 처리 시스템, 리포팅 능력"
"데이터 파이프라인 구축, 백엔드, 프레임워크, 데이터 가공, 워크플로우, 플랫폼 구축, 데이터 분석, 데이터 수집, 클라우드 경험"
"정보처리기사, 열정적"
"플랫폼 구축, 데이터 분석, 상용 서비스 구현, 클라우드 경험"
"네트워킹 경험, 데이터 솔루션, 프로젝트 경험"
"도메인 지식, 분산 스토리지 구축 운영, 시스템 개발, 분산 처리 시스템, 인프라 구축 운영, 오픈소스 경험"
"스크립트 언어, 데이터베이스, 프로그래밍 언어, 클라우드 경험"
"데이터 파이프라인 구축, 데이터 마트 구축 운영, 데이터 레이크하우스, 데이터베이스, 엔진 활용 경험"
"플랫폼 구축, 데이터 분석, 시스템 개발, 애플리케이션 구축"
"컴퓨터공학, 전산 지식, 정보처리기사, 개발경험"
"어플리케이션 개발, 데이터 시각화, 시스템 개발, 분산 처리 시스템, 플랫폼 구축, 클라우드 경험"
테스트 설계 분석
"데이터 파이프라인 구축, 애플리케이션 구축, 시스템 개발, 파이썬, 데이터 웨어하우스, 모델 개발"
"인공지능, 자율주행 데이터, 이미지 데이터, 데이터 분석, 레이더 데이터, 컴퓨터공학, 데이터베이스, 통계분석"
""
"데이터 파이프라인 구축, 코드 해석, 최신 기술 연구, 도메인 지식, 긍정적, 주도적, 책임감, 프론트엔드, 전문 교육 수료, 데이터 사이언티스트, 프로그래밍 언어, 커뮤니케이션, 병렬 처리 시스템"
"실시간 데이터 처리, 커뮤니케이션, 시스템 개발, 분산 처리 시스템, 데이터 엔지니어링, 영어 커뮤니케이션"
"프로젝트 경험, 온프레미스 구축, 시스템 개발, 고가용성, 네트워크 구축, 리딩 능력, 서버 설계"
"플랫폼 구축, 데이터 전처리, 데이터 시각화, 애플리케이션 구축"
"컴퓨터공학, 데이터 로그 설계, 통계적 지식, 커뮤니케이션"
"컴퓨터공학, 데이터 로그 설계, 통계적 지식, 커뮤니케이션"
"웹크롤링, 빅데이터 분석, 플랫폼 구축, 리포팅 능력, 클라우드 경험"
"시스템 개발, 데이터 솔루션, 튜닝 역량"
"도메인 지식, 코드 해석, 데이터 분석, 인프라 구축 운영, 데이터 엔지니어링, 소프트웨어, 딥다이브, 오픈소스 경험, 커뮤니케이션"
분산 처리 시스템
"영어 커뮤니케이션, 정보관리기술사, 정보보안기사"
"코드 해석, 최신 기술 연구, 문제 정의 및 해결, 테스트 설계 분석, 협업, 적극적, 고객 분석"
리눅스
"데이터 스트리밍, 프로젝트 경험, 시계열 데이터, 데이터 분석, 오픈소스 경험, 영어 커뮤니케이션, 고객 분석"
고가용성
"데이터 파이프라인 구축, 데이터 시각화, 프레임워크, 데이터 품질 체크, 업무 자동화, 데이터 분석, 인프라 구축 운영, 오픈소스 경험, 트러블슈팅, 클라우드 경험"
"데이터 시각화, 도메인 지식, 전산 지식, 웹크롤링, 시스템 개발, 데이터 오케스트레이션, 쿼리, 대시보드 구축, 알고리즘 개발, 컨테이너 경험, 데이터베이스, 최적화, 튜닝 역량"
"데이터 파이프라인 구축, 데이터 분석, 데이터 시각화, 커뮤니케이션"
"데이터 시각화, 백엔드, 데이터 마트 구축 운영, 주도적, 데이터 분석, 서버 설계, 트러블슈팅, 모델 개발"
"데이터 엔지니어링, 데이터 레이크하우스"
"도메인 지식, 코드 해석, 데이터 분석, 인프라 구축 운영, 데이터 엔지니어링, 소프트웨어, 딥다이브, 오픈소스 경험, 커뮤니케이션"
"데이터 파이프라인 구축, 데이터 시각화, 쿠버네티스, 시스템 개발, 분산 처리 시스템, 플랫폼 구축, 클라우드 경험"
"프로젝트 경험, 가설 수립 및 검증, 데이터 엔지니어링, 소프트웨어, 프로그래밍 언어"
"데이터 분석, 데이터 시각화"
"프로젝트 경험, 온프레미스 구축, 시스템 개발, 고가용성, 네트워크 구축, 리딩 능력, 서버 설계"
"플랫폼 구축, 데이터 전처리, 데이터 시각화, 애플리케이션 구축"
"도메인 지식, 컴퓨터 비전, 프로젝트 경험, 영상 처리, 데이터 분석, 통계분석"
"데이터 파이프라인 구축, 데이터 시각화, 프레임워크, 데이터 품질 체크, 업무 자동화, 데이터 분석, 인프라 구축 운영, 오픈소스 경험, 트러블슈팅, 클라우드 경험"
"실시간 데이터 처리, 클라우드 경험, 핀테크, 분산 처리 시스템, 테라폼, 리소스 관리, 인프라 구축 운영, 쿠버네티스"
"분석적 사고, 데이터 솔루션, 쿼리, 논리적 사고"
"스크립트 언어, 데이터베이스, 프로그래밍 언어, 클라우드 경험"
""
"딥러닝, 모델 개발, 자연어 처리, 메시지큐"
프레임워크
"주도적, 프로젝트 경험"
"소프트웨어, 도메인 지식, 리눅스"
"데이터 파이프라인 구축, 프로덕트 데이터 분석, 주도적, 플랫폼 구축, 데이터 분석, 인프라 구축 운영"
"컴퓨터공학, 데이터 수집, 데이터 레이크하우스"
"협업, 커뮤니케이션, 문제 정의 및 해결"
"어플리케이션 개발, 소프트웨어, 도메인 지식, 문제 정의 및 해결, 전산 지식, 긍정적, 모델 개발 및 배포, 프론트엔드, 알고리즘 개발, 적극적, 컨테이너 경험, 간단, 데이터베이스, 클라우드 경험"
"도메인 지식, 긍정적, 데이터 표준화, 열정적, 대시보드 구축"
"데이터 파이프라인 구축, 데이터 시각화, 도메인 지식, 시스템 개발, 보안, 분산 처리 시스템, 리포팅 능력"
"데이터 파이프라인 구축, 프로덕트 데이터 분석, 주도적, 플랫폼 구축, 데이터 분석, 인프라 구축 운영"
"도메인 지식, 프레임워크, 업무 자동화, 모델 개발 및 배포, 플랫폼 구축, 장애처리, 인프라 구축 운영, 실무경험, 통계분석, 클라우드 경험"
"통계분석, 머신러닝, 트러블슈팅, 데이터 모델링"
"데이터 파이프라인 구축, 실시간 데이터 처리, 데이터 솔루션, 프로젝트 경험, 플랫폼 구축, 데이터 분석, 리딩 능력"
"데이터베이스, 시스템 개발, 백엔드, 실시간 데이터 처리"
"데이터 파이프라인 구축, 실시간 데이터 처리, 데이터 솔루션, 프로젝트 경험, 플랫폼 구축, 데이터 분석, 리딩 능력"
대회 수상자
"데이터 시각화, 프로덕트 데이터 분석, 데이터 프로세싱, 데이터 분석, 인프라 구축 운영, 데이터 모델링, 클라우드 경험"
"도메인 지식, 머신러닝, 코드 해석, 최신 기술 연구, 문제 정의 및 해결, 논리적 사고, 경진대회 참가, 열정적, 모델 개발, 지표 정의, 협업, 데이터 분석, 토론, 적극적, 딥러닝, 통계분석, 커뮤니케이션"
"도메인 지식, 블록체인, 커뮤니케이션, 온체인 데이터, 인프라 구축 운영, 데이터베이스, 영어 커뮤니케이션"
"데이터 파이프라인 구축, 블록체인, 업무 자동화, 커뮤니케이션, 시스템 개발, 데이터 솔루션, 빅데이터 분석, 암호화폐, 데이터 웨어하우스, 온체인 데이터, 데이터베이스, 영어 커뮤니케이션"
"머신러닝, 데이터 레이블링, 딥러닝"
"데이터 파이프라인 구축, 시스템 개발, 분산 처리 시스템"
"머신러닝, 시스템 개발, 분산 처리 시스템, 협업, 인프라 구축 운영"
"정형 데이터, 비정형 데이터, 품질관리, 데이터 표준화"
"블록체인, 커뮤니케이션, 데이터 분석, 온체인 데이터, 리포트 작성, 암호화폐, 영어 커뮤니케이션"
"피처 엔지니어링, 머신러닝, 데이터 엔지니어링, 데이터 모델링"
"이미지 데이터, 엔진 활용 경험"
"프로젝트 경험, 빅데이터 분석, 튜닝 역량"
"최신 기술 연구, 자신감, 빅데이터 분석, 도전적, 적극적, 컴퓨터공학"
"도메인 지식, 프레임워크, 마이크로서비스, 프로젝트 경험, 플랫폼 구축, 데이터 분석, 오픈소스 경험, 프로그래밍 언어"
"컴퓨터공학, 데이터 로그 설계, 통계적 지식, 커뮤니케이션"
"컴퓨터공학, 데이터 로그 설계, 통계적 지식, 커뮤니케이션"
"데이터 파이프라인 구축, 코드 해석, 최신 기술 연구, 도메인 지식, 긍정적, 주도적, 책임감, 프론트엔드, 전문 교육 수료, 데이터 사이언티스트, 프로그래밍 언어, 커뮤니케이션, 병렬 처리 시스템"
엑셀
"정보처리기사, 리눅스"
"도메인 지식, 프레임워크, 데이터 브릭스, 스크립트 언어, 워크플로우, 대시보드 구축, 빅데이터 분석, 데이터 분석, 배치 프로세싱, 자바, 오픈소스 경험, 커뮤니케이션"
"머신러닝, 실시간 데이터 처리, 모델 개발 및 배포, 경진대회 참가, 데이터 분석, 대회 수상자, 딥러닝, 통계분석, 데이터 마이닝, 최적화, 모델 개발"
"데이터 파이프라인 구축, 데이터 마트 구축 운영, 데이터 레이크하우스, 데이터베이스, 엔진 활용 경험"
"데이터 파이프라인 구축, 백엔드, 프레임워크, 데이터 가공, 워크플로우, 플랫폼 구축, 데이터 분석, 데이터 수집, 클라우드 경험"
"데이터 파이프라인 구축, 실시간 데이터 동기화, 실시간 데이터 처리, 데이터 분석, 배치 프로세싱, 데이터 스트리밍, 테이블 포맷, 엔진 활용 경험"
"웹크롤링, 빅데이터 분석, 플랫폼 구축, 리포팅 능력, 클라우드 경험"
"데이터 파이프라인 구축, 데이터 시각화, 실시간 데이터 동기화, 실시간 데이터 처리, 데이터 로그 설계, 시스템 개발, 협업, 데이터 사이언티스트, 최적화"
"도메인 지식, 문제 정의 및 해결, 주도적, 업무 자동화, 데이터 솔루션, 플랫폼 구축, 리딩 능력, 고객 분석"
"통계분석, 클라우드 경험"
"컨테이너 경험, 인프라 구축 운영, 데이터 엔지니어링, 오픈소스 경험, 클라우드 경험"
"데이터 파이프라인 구축, 클라우드 경험, 문제 정의 및 해결, 데이터 솔루션, 커뮤니케이션"
"논문 구현, 머신러닝, 리눅스, 시스템 개발, 분산 처리 시스템, 데이터베이스, 프로그래밍 언어, 모델 개발"
"클라우드 경험, 책임감, 시스템 개발, 협업, 커뮤니케이션"
"클라우드 경험, 네트워크 구축"
