prefer,Kor,Eng,label
알고리즘 데이터구조 OS 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분 컨테이너 기반의 서비스 배포에 익숙하신 분 클라우드 환경에서의 개발 및 운영 경험이 있으신 분 필요 시 간단한 데이터 어플리케이션의 웹 프론트엔드 개발 및 지원 가능하신 분 소프트웨어 개발 관련 전공 학위 혹은 그에 준하는 지식이나 경험을 가지신 분 기술적 문제를 해결하는 과정을 즐기시는 분 모르는 것을 공부하는데 적극적이고 이를 공유하여 조직 전체의 발전에 긍정적인 영향을 미칠 수 있는 분,"알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 대한, 이해, 분, 컨테이너, 기반, 서비스, 배포, 분, 클라우드, 환경, 개발, 및, 운영, 경험, 분, 필요, 시, 데이터, 어플리케이션, 웹, 프론트엔드, 개발, 및, 지원, 분, 소프트웨어, 개발, 관련, 전공, 학위, 그, 준, 지식, 경험, 분, 기술, 문제, 해결, 과정, 분, 것, 공부, 적극, 공유, 조직, 전체, 발전, 긍정, 영향, 수, 분",os,데이터 엔지니어
유연성 긍정적인 마인드 열정 부동산 도메인에 대한 이해와 관심 Tableau Certificate Associate Consultant 자격증 보유 Tableau 기반 대시보드 구축 경험 및 현업 운영 경험 데이터 통합 DM DW 및 데이터 표준화 기획 및 운영 경험,"유연성, 긍정, 마인드, 열정, 부동산, 도메인, 대한, 이해, 관심, 자격증, 보유, 기반, 대시보드, 구축, 경험, 및, 업, 운영, 경험, 데이터, 통합, 및, 데이터, 표준화, 기획, 및, 운영, 경험","tableau, certificate, associate, consultant, tableau, dm, dw",데이터 엔지니어
AWS와 AWS의 서비스 GLUE EMR EKS Redshift 를 다뤄 본 경험이 있는 분 대규모 분산 시스템에서 대량 데이터를 처리하는 데 필요한 기술과 경험 Hadoop Spark Hive Kafka 등 이 있는 분 금융업계 도메인에서 요구하는 보안항목들을 이해하며 규제 범위 내에서의 작업 경험이 있는 분 ETL 파이프라인을 통해 BI 시각화를 위한 툴 QuickSight Looker Tableau 등 에 리포팅 해본 경험이 있는 분,"의, 서비스, 를, 경험, 분, 대규모, 분산, 시스템, 대량, 데이터, 처리, 데, 기술, 경험, 등, 이, 분, 금융업, 도메인, 요구, 보안, 항목, 이해, 규제, 범위, 내, 작업, 경험, 분, 파이프라인, 통해, 시각, 위, 툴, 등, 리, 포팅, 경험, 분","aws, aws, glue, emr, eks, redshift, hadoop, spark, hive, kafka, etl, bi, quicksight, looker, tableau",데이터 엔지니어
스타트업에서 데이터 파이프라인 인프라 구축 경험이 있는 분 스타트업 근무 경력자 및 근무 희망자 플랫폼 O2O 비즈니스에 대한 관심과 경험이 있으신 분 데이터 플랫폼을 주도적으로 만들어보신 분 앱 데이터를 분석하고 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분,"스타트업, 데이터, 파이프라인, 인프라, 구축, 경험, 분, 스타트업, 근무, 경력, 및, 근무, 희망, 플랫폼, 비즈니스, 대한, 관심, 경험, 분, 데이터, 플랫폼, 주도, 보신, 분, 앱, 데이터, 분석, 바탕, 프로덕트, 개선, 경험, 분","o, o",데이터 엔지니어
게임 라이브 서비스 경험자 Python Pandas 혹은 Dask 실무 활용 경험이 있으신 분 AWS 클라우드 플랫폼 사용에 익숙하신 분 인프라 자동화와 배포 모니터링 환경을 구축한 경험이 있으신 분 기초적인 통계 지식을 갖추신 분 서비스 장애를 경험하고 극복해본 경험이 있으신 분 Vue js React 등 웹 프레임워크를 이용한 웹 개발 경험이 있으신 분,"게임, 라이브, 서비스, 경험, 실무, 활용, 경험, 분, 클라우드, 플랫폼, 사용, 분, 인프라, 자동화, 배포, 모니터링, 환경, 구축, 경험, 분, 기초, 통계, 지식, 분, 서비스, 장애, 경험, 극복, 경험, 분, 등, 웹, 프레임워크, 이용, 웹, 개발, 경험, 분","python, pandas, dask, aws, vue, js, react",데이터 엔지니어
이런 경험이 있다면 더 좋습니다 통계 모델링 머신 러닝 등에 대한 이해와 경험이 있으신 분 AWS 서비스 개발 또는 사용 경험이 있으신 분 Linux 환경에 대한 깊은 이해 또는 트러블슈팅 경험이 있으신 분 좋은 개발 문화에 대해 고민한 경험이 있으신 분,"경험, 더, 통계, 모델링, 머신, 러닝, 등, 대한, 이해, 경험, 분, 서비스, 개발, 사용, 경험, 분, 환경, 대한, 이해, 트러블, 슈팅, 경험, 분, 개발, 문화, 대해, 고민, 경험, 분","aws, linux",데이터 엔지니어
데이터 분석 솔루션이나 플랫폼 구축 프로젝트 리딩 경험이 있는 분 실시간 데이터 분석 파이프라인 구축 관련 경험이 있는 분,"데이터, 분석, 솔루션, 플랫폼, 구축, 프로젝트, 리딩, 경험, 분, 실시간, 데이터, 분석, 파이프라인, 구축, 관련, 경험, 분",,데이터 엔지니어
규모있는 백엔드 시스템 구축 경험이 있는 분 실시간 데이터를 활용한 백엔드 시스템 구축 경험이 있는 분 다양한 유형의 데이터베이스 운영 경험이 있는 분 GraphQL API 개발 경험이 있는 분,"규모, 백엔드, 시스템, 구축, 경험, 분, 실시간, 데이터, 활용, 백엔드, 시스템, 구축, 경험, 분, 유형, 데이터베이스, 운영, 경험, 분, 개발, 경험, 분","graphql, api",데이터 엔지니어
관련 직무 경력 5년 이상 데이터 분석 솔루션이나 플랫폼 구축 프로젝트 리딩 경험이 있는 분 실시간 데이터 분석 파이프라인 구축 관련 경험이 있는 분,"관련, 직무, 경력, 이상, 데이터, 분석, 솔루션, 플랫폼, 구축, 프로젝트, 리딩, 경험, 분, 실시간, 데이터, 분석, 파이프라인, 구축, 관련, 경험, 분",,데이터 엔지니어
관련 전공자 각종 대회 입상자,"관련, 전공자, 각종, 대회, 입상",,데이터 엔지니어
Apache Spark 기반 프로덕트 개발 경험 AWS 또는 클라우드 기반 데이터 인프라 구축 및 운영 경험 데이터 시각화 또는 BI툴 Tableau Apache Superset Power BI 등 활용 경험 데이터 프로세싱부터 분석 모델링까지 결과를 도출할 수 있는 분,"기반, 프로, 덕트, 개발, 경험, 클라우드, 기반, 데이터, 인프라, 구축, 및, 운영, 경험, 데이터, 시각, 툴, 등, 활용, 경험, 데이터, 프로세싱, 분석, 모델링, 결과, 도출, 수, 분","apache, spark, aws, bi, tableau, apache, superset, power, bi",데이터 엔지니어
통계 학과 전공 또는 이와 동등한 수준의 지식을 보유한 분 MLOps를 구축해 본 경험이 있는 분 scikit learn tensorflow pytorch 등의 머신러닝 딥러닝 라이브러리를 사용해 본 분 데이터 지표 분석 툴 프로그램 사용 경험이 있는 분 BigQuery Tableau 등 Kaggle Dacon 경진대회 참가 및 머신러닝 경험이 있는 분 다양한 사람들과 적극적으로 소통하며 문제를 해결하는 팀 플레이어 성향인 분 에듀테크 스타트업 경험이 있는 분 PM 디자이너 개발자 등 다양한 직군과의 협업을 좋아하는 분 데이터 모델 개발이나 데이터를 다루는 열정이 있는 분 논리적으로 커뮤니케이션하고 토론에 적극적인 분 네이밍과 읽기 쉬운 코드에 대해서 고민을 많이 하는 분 새로운 기술을 배우는 것에 즐거움을 느끼는 분,"통계, 학과, 전공, 이, 동등, 수준, 지식, 보유, 분, 를, 구축, 경험, 분, 등, 머신, 러닝, 딥, 러닝, 라이브러리, 사용, 분, 데이터, 지표, 분석, 툴, 프로그램, 사용, 경험, 분, 등, 경진, 대회, 참가, 및, 머신, 러닝, 경험, 분, 사람, 적극, 소통, 문제, 해결, 팀, 플레이어, 성향, 분, 에듀, 테크, 스타트업, 경험, 분, 디자이너, 개발자, 등, 직, 협업, 분, 데이터, 모델, 개발, 데이터, 열정, 분, 논리, 커뮤니케이션, 토론, 적극, 분, 밍, 코드, 대해, 고민, 분, 기술, 것, 즐거움, 분","mlops, scikit, learn, tensorflow, pytorch, bigquery, tableau, kaggle, dacon, pm",데이터 엔지니어
크립토퀀트의 기업문화와 잘 맞는 분 대규모 알람 혹은 내부 MQ 인프라를 직접 구축해보신 분 Data Engineering 직무를 해본 경험이 있거나 그에 준하는 지식이 있으신 분 Data 기반의 Platform에서의 개발 경험이 있으신 분 블록체인 노드 운영 혹은 온체인 데이터에 대한 지식이 있으신 분 AWS 사용 경험이 3년 이상이신 분 RDB or NoSQL 데이터베이스와 관련된 경험이 3년 이상이신 분 PostgresSQL을 이용하여 Replication Failover 등 Database에 관해 깊이 운영해 보신 분 영어로 능숙하게 소통할 수 있는 분,"크립토퀀트, 기업, 문화, 분, 대규모, 알람, 내부, 인프라, 직접, 구축, 분, 직무, 경험, 그, 준, 지식, 분, 기반, 개발, 경험, 분, 블록, 체인, 노드, 운영, 체인, 데이터, 대한, 지식, 분, 사용, 경험, 이상, 분, 데이터베이스, 관련, 경험, 이상, 분, 이용, 등, 관해, 깊이, 운영, 보신, 분, 영어, 소통, 수, 분","mq, data, engineering, data, platform, aws, rdb, or, nosql, postgressql, replication, failover, database",데이터 엔지니어
크립토퀀트의 기업문화와 잘 맞는 분 RDB or NoSQL 데이터베이스와 관련된 경험이 3년 이상이신 분 PostgresSQL을 이용하여 Replication Failover 등 Database에 관해 깊이 운영해 보신 분 데이터 파이프라이닝 자동화를 위한 CI CD 및 모니터링 시스템 구축 경험이 있으신 분 Cloud hosting service especially AWS 를 깊이 사용하고 관리해보신 분 BigQuery Redshift Spark와 같은 빅데이터 웨어하우징 솔루션을 다뤄본 경험이 있으신 분 블록체인 노드 e g Bitcoin Ethereum 운영 혹은 온체인 데이터에 대한 경험이 있으신 분 투자 암호화폐 금융 분야에 대한 관심이 있으신 분 영어로 능숙하게 소통할 수 있는 분,"크립토퀀트, 기업, 문화, 분, 데이터베이스, 관련, 경험, 이상, 분, 이용, 등, 관해, 깊이, 운영, 보신, 분, 데이터, 파이프, 라이닝, 자동화, 위, 및, 모니터링, 시스템, 구축, 경험, 분, 를, 깊이, 사용, 관리, 분, 빅데이터, 웨어, 징, 솔루션, 경험, 분, 블록, 체인, 노드, 운영, 체인, 데이터, 대한, 경험, 분, 투자, 암호, 화폐, 금융, 분야, 대한, 관심, 분, 영어, 소통, 수, 분","rdb, or, nosql, postgressql, replication, failover, database, ci, cd, cloud, hosting, service, especially, aws, bigquery, redshift, spark, e, g, bitcoin, ethereum",데이터 엔지니어
데이터 레이블링 경험 머신러닝 딥러닝에 대한 관심이 많으신 분 데이터 엔지니어로써 성장하고 싶으신 분,"데이터, 레이블, 링, 경험, 머신, 러닝, 딥, 러닝, 대한, 관심, 분, 데이터, 엔지니어, 로써, 분",,데이터 엔지니어
Cloud 기반의 파이프라인 구축 및 운영 경험이 있으신 분 대규모 분산처리 시스템 개발 및 운영 경험자,"기반, 파이프라인, 구축, 및, 운영, 경험, 분, 대규모, 분산, 처리, 시스템, 개발, 및, 운영, 경험",cloud,데이터 엔지니어
경력 지원자의 경우 필수사항 입니다 terraform 을 통한 cloud infra 관리 가능하신 분 cloud 종류 무관 java scala python 능숙하신 분 분산 처리 시스템에 대한 이해 및 경험을 보유하신 분 git 을 이용한 협업 경험 및 이를 이용한 CI 프로세스 경험을 보유하신 분 stream batch data pipeline 의 인프라 이해 및 사용 경험을 보유하신 분 docker system 이해 및 사용 경험을 보유하신 분 런핏을 통해 학습하고 완료한 러닝패스 가 있으신 분 혹은 직접 제작하신 분,"경력, 지원, 자의, 경우, 필수, 사항, 통한, 관리, 분, 종류, 무관, 분, 분산, 처리, 시스템, 대한, 이해, 및, 경험, 보유, 분, 이용, 협업, 경험, 및, 이용, 프로세스, 경험, 보유, 분, 의, 인프라, 이해, 및, 사용, 경험, 보유, 분, 이해, 및, 사용, 경험, 보유, 분, 런핏, 통해, 학습, 완료, 러닝, 패스, 분, 직접, 제작, 분","terraform, cloud, infra, cloud, java, scala, python, git, ci, stream, batch, data, pipeline, docker, system",데이터 엔지니어
정형 비정형 데이터 처리 경험이 있으신 분 Data Mart Data Warehouse Data Lake 구축 운영을 해보신 분 데이터 표준화 및 품질관리 업무를 경험해 보신 분 Power BI 활용 경험이 있으신 분 R Python Pyspark Programming 경험이 있으신 분,"정형, 비정, 데이터, 처리, 경험, 분, 구축, 운영, 분, 데이터, 표준화, 및, 품질, 관리, 업무, 경험, 보신, 분, 활용, 경험, 분, 경험, 분","data, mart, data, warehouse, data, lake, power, bi, r, python, pyspark, programming",데이터 엔지니어
온체인 데이터 DB 구축 경험 블록체인 및 암호화폐에 대한 높은 이해도 온체인 데이터 분석 툴 Dune Analytics Messari 등 사용 경험 영어 의사소통 및 문서 작성에 어려움이 없는 분,"체인, 데이터, 구축, 경험, 블록, 체인, 및, 암호, 화폐, 대한, 이해도, 체인, 데이터, 분석, 툴, 등, 사용, 경험, 영어, 의사소통, 및, 문서, 작성, 어려움, 분","db, dune, analytics, messari",데이터 엔지니어
머신러닝 확률 모델링 피쳐 엔지니어링에 능숙하신 분 대규모 데이터 처리 Spark Hadoop 관련 경험 Airflow Kubeflow 활용 경험,"머신, 러닝, 확률, 모델링, 피, 엔지니어링, 분, 대규모, 데이터, 처리, 관련, 경험, 활용, 경험","spark, hadoop, airflow, kubeflow",데이터 엔지니어
docker 이미지 빌드 및 운영 경험 보유 git을 이용한 소스 관리 경험 보유 Apache Spark를 이용한 대용량 데이터 처리 경험 보유 digdag airflow 등 workflow 엔진 활용 경험 nginx 활용 경험 BI Tool 활용 경험 confluence jira 등 활용 경험,"이미지, 빌드, 및, 운영, 경험, 보유, 이용, 소스, 관리, 경험, 보유, 를, 이용, 용량, 데이터, 처리, 경험, 보유, 등, 엔진, 활용, 경험, 활용, 경험, 활용, 경험, 등, 활용, 경험","docker, git, apache, spark, digdag, airflow, workflow, nginx, bi, tool, confluence, jira",데이터 엔지니어
대용량 DB SQL 성능 튜닝 경험이 있으신 분 빅데이터 관련 서비스 개발 경험이 있으신 분 빅데이터 프로젝트를 3건 이상 수행해본 경험이 있으신 분,"용량, 성능, 튜닝, 경험, 분, 빅데이터, 관련, 서비스, 개발, 경험, 분, 빅데이터, 프로젝트, 건, 이상, 수행, 경험, 분","db, sql",데이터 엔지니어
컴퓨터공학 빅데이터 관련 학과 전공하신 분이면 좋아요 빅데이터 관련 교육 이수자 이신 분이면 좋아요 석사학위 이상 소지자이신 분이면 좋아요 나는 남들과는 다른 엔지니어다 하는 자신감 넘치는 분 새로운 분야에 대한 도전에 적극적이고 망설이지 않으시는 분이면 최고예요,"컴퓨터공학, 빅데이터, 관련, 학과, 전공, 빅데이터, 관련, 교육, 이수자, 이신, 석사, 학위, 이상, 소지, 나, 남, 다른, 엔지니어, 자신감, 분, 분야, 대한, 도전, 적극, 최고",,데이터 엔지니어
팀 프로젝트 경험이 있으신 분 창업 스타트업 개인 프로젝트 또는 오픈소스 프로젝트 경험이 있으신 분 미디어 광고 플랫폼 또는 데이터 분석 도메인 경험이 있으신 분 마이크로서비스 프레임워크 기반 RestAPI 제작 경험이 있으신 분 여러 프로그래밍 언어 프레임워크 활용 경험이 있으신 분 Java JSP Spring 및 Django jQuery docker kubernetes 제외,"팀, 프로젝트, 경험, 분, 창업, 스타트업, 개인, 프로젝트, 오픈소스, 프로젝트, 경험, 분, 미디어, 광고, 플랫폼, 데이터, 분석, 도메인, 경험, 분, 마이크로, 서비스, 프레임워크, 기반, 제작, 경험, 분, 여러, 프로그래밍, 언어, 프레임워크, 활용, 경험, 분, 및, 제외","restapi, java, jsp, spring, django, jquery, docker, kubernetes",데이터 엔지니어
컴퓨터공학 통계학 수학 전공자 CRM관련 업무 경험자 원활한 PPT 및 커뮤니케이션 능력보유자 로그분석 툴 WiseLog WiseCollector Google Analytics Adobe Analytics 등 사용경험,"컴퓨터공학, 통계학, 수학, 전공자, 관련, 업무, 경험, 및, 커뮤니케이션, 능력, 보유, 로그, 분석, 툴, 등, 사용, 경험","crm, ppt, wiselog, wisecollector, google, analytics, adobe, analytics",데이터 엔지니어
컴퓨터공학 통계학 수학 전공자 CRM관련 업무 경험자 원활한 PPT 및 커뮤니케이션 능력보유자 로그분석 툴 WiseLog WiseCollector Google Analytics Adobe Analytics 등 사용경험,"컴퓨터공학, 통계학, 수학, 전공자, 관련, 업무, 경험, 및, 커뮤니케이션, 능력, 보유, 로그, 분석, 툴, 등, 사용, 경험","crm, ppt, wiselog, wisecollector, google, analytics, adobe, analytics",데이터 엔지니어
데이터 엔지니어 데이터 사이언티스트 교육을 수료하신 분 병렬 처리 프로그래밍을 해보신 분 Django Flask FastAPI 등의 Python API Framework를 사용해보신 분 Apache Airflow를 통해 데이터 파이프라인 구축 경험이 있으신 분 프론트엔드 웹 개발 경험이 있으신 분 누구보다 빠르게 성장하고 싶으신 분 코드를 개선하고 함께 성장하길 추구하는 분 주도적인 일정관리에 능하신 분을 원해요 새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분을 원해요 제품을 완성하기 위해 다양한 방면으로 접근하실 수 있는 분을 원해요 긍정적 사고와 책임감을 바탕으로 원활한 커뮤니케이션을 하시는 분을 원해요 개발 지식을 공유하는 것을 좋아하시는 분을 원해요 개발에 대해 수다 떠는 것을 좋아하시는 분을 원해요,"데이터, 엔지니어, 데이터, 티스, 트, 교육, 수료, 분, 병렬, 처리, 프로그래밍, 분, 등, 를, 사용, 분, 를, 통해, 데이터, 파이프라인, 구축, 경험, 분, 프론트엔드, 웹, 개발, 경험, 분, 누구, 분, 코드, 개선, 추구, 분, 주도, 일정, 관리, 능, 분, 기술, 관심, 스스로, 학습, 분, 제품, 완성, 위해, 방면, 접근, 수, 분, 긍정, 사고, 책임감, 바탕, 커뮤니케이션, 분, 개발, 지식, 공유, 것, 분, 개발, 대해, 수다, 것, 분","django, flask, fastapi, python, api, framework, apache, airflow",데이터 엔지니어
건축 또는 디자인 데이터관리 엑셀,"건축, 디자인, 데이터, 관리, 엑셀",,데이터 엔지니어
리눅스 자격증 우대 정보처리 기사 우대,"리눅스, 자격증, 우대, 정보처리, 기사, 우대",,데이터 엔지니어
BI 대시보드 관련하여 아래 경우 중 최소 하나의 케이스에 해당하는 분 자바 스크립트 기반 웹 프레임워크 개발 경험이 있으신 분 ex React Angular Vue js BI 툴 이용하여 개발 경험이 있으신 분 ex Tableau Power BI Looker 등 오픈소스 통한 BI 개발 경험이 있으신 분 ex Redash Superset 빅데이터 프레임워크 관련 아래 경우 중 최소 하나의 케이스 해당하는 분 Scala Python 기반의 Spark 배치 또는 Zeppelin 데이터브릭스 노트북 통해 개발 경험이 있는 분 Athena Redshift BigQuery 개발 경험을 보유하신 분 MapReduce 또는 Hive 개발 경험을 보유하신 분 DBMS 관련 자격 소지자 또는 다양한 종류의 DB 운영 개발 경험이 있으신 분 Airflow 등을 활용한 워크플로우 관리 경험이 있으신 분 게임 또는 IT업계 경험 게임 도메인에 대한 이해도가 있어 데이터 분석에 관심이 있는 분 유관 부서와의 커뮤니케이션이 원활하신 분,"대시보드, 관련, 아래, 경우, 중, 최소, 하나, 케이스, 해당, 분, 자바, 스크립트, 기반, 웹, 프레임워크, 개발, 경험, 분, 툴, 이용, 개발, 경험, 분, 등, 오픈소스, 통한, 개발, 경험, 분, 빅데이터, 프레임워크, 관련, 아래, 경우, 중, 최소, 하나, 케이스, 해당, 분, 기반, 배치, 데이터, 브릭스, 노트북, 통해, 개발, 경험, 분, 개발, 경험, 보유, 분, 개발, 경험, 보유, 분, 관련, 자격, 소지, 종류, 운영, 개발, 경험, 분, 등, 활용, 워크플로우, 관리, 경험, 분, 게임, 업계, 경험, 게임, 도메인, 대한, 이해도, 데이터, 분석, 관심, 분, 유관, 부서, 커뮤니케이션, 분","bi, ex, react, angular, vue, js, bi, ex, tableau, power, bi, looker, bi, ex, redash, superset, scala, python, spark, zeppelin, athena, redshift, bigquery, mapreduce, hive, dbms, db, airflow, it",데이터 엔지니어
머신러닝 데이터마이닝 통계 수학 등 관련 분야 석 박사 학위 또는 관련 업무 3년 이상 수행하신 분 대용량 실시간 데이터 처리 아키텍처 구축과 관련된 직간접적인 경험 보유하신 분 머신러닝 딥러닝 모델 서빙 최적화 및 배포 경험 보유하신 분 딥러닝 혹은 머신러닝을 활용한 분석 과제 수행 또는 공모전 입상 경력이 있으신 분 대용량 트래픽 서비스 개발 및 운영 경험,"머신, 러닝, 데이터마이닝, 통계, 수학, 등, 관련, 분야, 석, 박사, 학위, 관련, 업무, 이상, 수행, 분, 용량, 실시간, 데이터, 처리, 아키텍처, 구축, 관련, 직, 간접, 경험, 보유, 분, 머신, 러닝, 딥, 러닝, 모델, 서빙, 최적화, 및, 배포, 경험, 보유, 분, 딥, 러닝, 머신, 러닝, 활용, 분석, 과제, 수행, 공모전, 입상, 경력, 분, 용량, 트래픽, 서비스, 개발, 및, 운영, 경험",,데이터 엔지니어
대량의 데이터를 파이프라인으로 다뤄본 경험 검색엔진을 다뤄본 경험 데이터 레이크 데이터 마트를 구축 및 운영해 본 경험 다양한 데이터베이스에 대한 이해 및 사용 경험 kafka를 활용한 환경 구축 및 운영 경험,"대량, 데이터, 파이프라인, 경험, 검색, 엔진, 경험, 데이터, 레이크, 데이터, 마트, 구축, 및, 운영, 경험, 데이터베이스, 대한, 이해, 및, 사용, 경험, 를, 활용, 환경, 구축, 및, 운영, 경험",kafka,데이터 엔지니어
AWS 등 클라우드 기반 데이터 플랫폼 구축 및 워크플로우 운영 경험이 있으신 분 대용량 데이터 파이프라인 수집 가공 분석 개발 및 운영 경험이 있으신 분 Flask NestJS 등 백엔드 프레임워크 경험이 있으신 분,"등, 클라우드, 기반, 데이터, 플랫폼, 구축, 및, 워크플로우, 운영, 경험, 분, 용량, 데이터, 파이프라인, 수집, 가공, 분석, 개발, 및, 운영, 경험, 분, 등, 백엔드, 프레임워크, 경험, 분","aws, flask, nestjs",데이터 엔지니어
k8s 기반 데이터 파이프라인 구축 및 운영 경험이 있으신 분 Data LakeHouse 개발 운영에 관심 있으신 분 DataOps MLOps 에 관심이 있으신 분 대용량 데이터 배치 처리 경험 및 데이터 스트리밍 처리에 관심이 있으신 분 BigQuery Athena Trino Hive 등 대규모 분석 엔진 활용 경험이 있으신 분 Apache Iceberg Hudi 등을 활용한 테이블 포맷 활용 경험이 있으신 분 Apache Spark Kafka 등을 활용한 실시간 데이터 동기화 경험이 있으신 분,"기반, 데이터, 파이프라인, 구축, 및, 운영, 경험, 분, 개발, 운영, 관심, 분, 관심, 분, 용량, 데이터, 배치, 처리, 경험, 및, 데이터, 스트리밍, 처리, 관심, 분, 등, 대규모, 분석, 엔진, 활용, 경험, 분, 등, 활용, 테이블, 포맷, 활용, 경험, 분, 등, 활용, 실시간, 데이터, 동기화, 경험, 분","k, s, data, lakehouse, dataops, mlops, bigquery, athena, trino, hive, apache, iceberg, hudi, apache, spark, kafka",데이터 엔지니어
클라우드 기반 빅데이터 플래폿 구축 경험자 Google AWS Azure Spark 기반 ETL 업무수행 경험자 Python 기반 데이터 크롤링 경험자 리포팅 도구 Tableau Power BI 등 사용 경험 보유,"클라우드, 기반, 빅데이터, 플래폿, 구축, 경험, 기반, 업무, 수행, 경험, 기반, 데이터, 크롤, 링, 경험, 리, 포팅, 도구, 등, 사용, 경험, 보유","google, aws, azure, spark, etl, python, tableau, power, bi",데이터 엔지니어
Data Warehouse 운영 경험 ClickHouse 구축 및 운영 경험 Apache Spark Kafka 등을 활용한 실시간 데이터 동기화 경험이 있으신 분 시각화 도구 Power BI MSTR Superset Redash Tableau 운영 경험 Google Analytics Firebase BigQuery 등의 로그분석 툴 사용 경험 Backend 개발 경험 데이터 사이언티스트와의 협업 경험 GPU 학습 최적화 경험 Tensorflow PyTorch ML 서비스에 필요한 학습 데이터 파이프라인 서빙 시스템 개발 및 운영,"운영, 경험, 구축, 및, 운영, 경험, 등, 활용, 실시간, 데이터, 동기화, 경험, 분, 시각, 도구, 운영, 경험, 등, 로그, 분석, 툴, 사용, 경험, 개발, 경험, 데이터, 티스, 트, 협업, 경험, 학습, 최적화, 경험, 서비스, 학습, 데이터, 파이프라인, 서빙, 시스템, 개발, 및, 운영","data, warehouse, clickhouse, apache, spark, kafka, power, bi, mstr, superset, redash, tableau, google, analytics, firebase, bigquery, backend, gpu, tensorflow, pytorch, ml",데이터 엔지니어
주도적으로 문제를 해결하고 개선하고자 하는 의지를 가진 분 e커머스 관련 데이터 처리 플랫폼을 개발해 본 또는 준하는 경험을 하신 분 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나 자동화 솔루션을 개발해보신 분 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분 Data Engineering 관련 팀에 대한 팀 빌딩이나 리딩을 경험한 분,"주도, 문제, 해결, 개선, 의지, 분, 커머스, 관련, 데이터, 처리, 플랫폼, 개발, 준, 경험, 분, 반복, 업무, 고생, 동료, 위해, 누가, 요청, 프로세스, 개선, 제안, 거나, 자동화, 솔루션, 개발, 분, 헬, 스케, 도메인, 무언가, 보고, 분, 관련, 팀, 대한, 팀, 빌딩, 리딩, 경험, 분","e, data, engineering",데이터 엔지니어
AWS GCP 등 클라우드 서비스 활용 경험 있으신 분 통계 산출 가능하신 분 차트 가능 하신 분,"등, 클라우드, 서비스, 활용, 경험, 분, 통계, 산출, 분, 차트, 가능, 분","aws, gcp",데이터 엔지니어
컨테이너 환경에서의 데이터 엔지니어링 업무에 익숙하신 분 AWS kubernetes 및 클라우드 서비스 기반 인프라 구축 및 운영 경험자 Re Dash Superset과 같은 오픈소스 기반의 BI도구 사용 경험자 대용량 데이터 처리에 대한 풍부한 경험자 해외에 서비스되는 게임으로 외국 문화 및 언어에 관심있으신 분,"컨테이너, 환경, 데이터, 엔지니어링, 업무, 분, 및, 클라우드, 서비스, 기반, 인프라, 구축, 및, 운영, 경험, 과, 오픈소스, 기반, 도구, 사용, 경험, 용량, 데이터, 처리, 대한, 경험, 해외, 서비스, 게임, 외국, 문화, 및, 언어, 관심, 분","aws, kubernetes, re, dash, superset, bi",데이터 엔지니어
이런 분이면 바로 지원하시는 걸 추천해요 Spark Kafka 및 Kafka connect stream KSQL 기반의 데이터 파이프라인 개발 및 운영 경험이 있으신 분이면 좋아요 AWS 클라우드 및 on premise 환경에서 개발 경험이 있으신 분이면 좋아요 데이터 품질 관리에 대한 니즈를 이해하고 개선시킨 경험이 있으신 분이면 좋아요 다양한 상황에서 최적의 솔루션을 찾을 수 있는 문제해결 능력과 원활한 커뮤니케이션 역량이 있으신 분이면 좋아요,"바로, 지원, 걸, 추천, 및, 기반, 데이터, 파이프라인, 개발, 및, 운영, 경험, 클라우드, 및, 환경, 개발, 경험, 데이터, 품질, 관리, 대한, 를, 이해, 개선, 경험, 상황, 최적, 솔루션, 수, 문제해결, 능력, 커뮤니케이션, 역량","spark, kafka, kafka, connect, stream, ksql, aws, on, premise",데이터 엔지니어
학술 데이터 관련 업무 수행 논문 작성 및 연구 경험 데이터베이스 RDBMS NoSQL 운영 경험 Scalable 한 분산 처리 시스템 운영 경험 웹 서비스 개발 경험 GCP 사용 경험 기계학습모델을 개발하고 학습시킨 경험 리눅스 환경 다양한 프로그래밍 언어 사용 경험 Agile Scrum Team 에서의 업무 경험 Pair Programming Code Review 경험,"학술, 데이터, 관련, 업무, 수행, 논문, 작성, 및, 연구, 경험, 데이터베이스, 운영, 경험, 분산, 처리, 시스템, 운영, 경험, 웹, 서비스, 개발, 경험, 사용, 경험, 기계학습, 모델, 개발, 학습, 경험, 리눅스, 환경, 프로그래밍, 언어, 사용, 경험, 업무, 경험, 경험","rdbms, nosql, scalable, gcp, agile, scrum, team, pair, programming, code, review",데이터 엔지니어
