req,Kor,Eng,label
SQL 데이터 추출 및 Excel 데이터 분석이 능숙하며 관련 실무를 3년 이상 경험하신 분 데이터 분석을 통한 개선 프로젝트를 주도적으로 이끌어 본 경험이 있으신 분 분석결과를 근거로 논리적 추론 및 인사이트를 도출하여 문제를 해결해 본 경험이 있으신 분,"데이터, 추출, 및, 데이터, 분석, 관련, 실무, 이상, 경험, 분, 데이터, 분석, 통한, 개선, 프로젝트, 주도, 경험, 분, 분석, 결과, 근거, 논리, 추론, 및, 인사이트, 도출, 문제, 해결, 경험, 분","sql, excel",데이터 애널리스트
공학 이학 계열 전공 석사 이상 AI 및 MLOps 연구개발에 대한 3년 이상의 경력을 보유하신 분 AI ML Big Data에 대한 이해도가 있으신 분 AI ML 기반 데이터 분석 및 운영 관련 과제 경험을 보유하신 분 AI ML 분석 체계 구축에 대한 설계 및 컨설팅 역량 보유하신 분 모델의 Structure 및 코드 해석에 대한 두려움이 없으신 분,"공학, 이학, 계열, 전공, 석사, 이상, 및, 연구개발, 대한, 이상, 경력, 보유, 분, 대한, 이해도, 분, 기반, 데이터, 분석, 및, 운영, 관련, 과제, 경험, 보유, 분, 분석, 체계, 구축, 대한, 설계, 및, 컨설팅, 역량, 보유, 분, 모델, 및, 코드, 해석, 대한, 두려움, 분","ai, mlops, ai, ml, big, data, ai, ml, ai, ml, structure",데이터 애널리스트
공학 이학 계열 전공 학사 이상 AI ML Big Data에 대한 이해도가 있으신 분 Python 및 ML 프레임워크 Pytorch Tensorflow 등 기반의 AI 연구경험이 있으신 분 AI 기반 데이터 분석 구축 경험이 있으신 분 모델의 Structure 및 코드 해석에 대한 두려움이 없으신 분,"공학, 이학, 계열, 전공, 학사, 이상, 대한, 이해도, 분, 및, 프레임워크, 등, 기반, 경험, 분, 기반, 데이터, 분석, 구축, 경험, 분, 모델, 및, 코드, 해석, 대한, 두려움, 분","ai, ml, big, data, python, ml, pytorch, tensorflow, ai, ai, structure",데이터 애널리스트
컴퓨터 공학 계열 4년제 대학 졸업 이상 예정자 가능 C C 가능자,"컴퓨터, 공학, 계열, 대학, 졸업, 이상, 예정자, 가능, 가능","c, c",데이터 애널리스트
데이터 분석 분야에서 최소 2년 이상 경력이 있거나 그에 준하는 역량을 보유하신 분 SQL을 통해 데이터를 추출하고 분석할 수 있는 분 BI툴 Google Data Studio QuickSight Metabase 등 을 사용해 대시보드 및 시각화가 가능한 분 A B 테스트를 설계하고 분석할 수 있는 분,"데이터, 분석, 분야, 최소, 이상, 경력, 그, 준, 역량, 보유, 분, 통해, 데이터, 추출, 분석, 수, 분, 툴, 등, 사용, 대시보드, 및, 시각, 화가, 분, 테스트, 설계, 분석, 수, 분","sql, bi, google, data, studio, quicksight, metabase, a, b",데이터 애널리스트
이런 분이 필요해요 아래의 업무의 관리 및 수행 경험 이에 준한 이 있으신 분 PL 프로젝트 PL 경험 제조 및 품질 등 제조관련 업무 수행 경험 스마트팩토리 솔루션 및 시스템 구축 경험 제조 IT 운영 및 개발 프로젝트 수행 경험 공정관리 생산관리 품질관리 설비관리 영역에서 프로세스 개발 설계 경험 연구원 고객사 요구사항을 이해 및 시스템 구축 환경 분석 솔루션 프레임워크 및 프로세스 이해 제조 공정 이해도가 높으신 분,"분, 아래, 업무, 관리, 및, 수행, 경험, 이, 준, 이, 분, 프로젝트, 경험, 제조, 및, 품질, 등, 제조, 관련, 업무, 수행, 경험, 스마트, 팩토리, 솔루션, 및, 시스템, 구축, 경험, 제조, 운영, 및, 개발, 프로젝트, 수행, 경험, 공정, 관리, 생산, 관리, 품질, 관리, 설비, 관리, 영역, 프로세스, 개발, 설계, 경험, 연구원, 고객, 사, 요구사항, 이해, 및, 시스템, 구축, 환경, 분석, 솔루션, 프레임워크, 및, 프로세스, 이해, 제조, 공정, 이해도, 분","pl, pl, it",데이터 애널리스트
관련 분야 경력 2년 이상 혹은 석사 이상학위 보유자 컴퓨터 비전 분야의 최신 딥러닝 논문을 이해하고 빠르게 구현 학습 평가할 수 있는 역량 보유자 TensorFlow PyTorch MXNet 등 딥러닝 프레임워크 중 1개 이상에 대한 전문 지식 보유자 해외 여행결격 사유가 없는 분 전문연구요원 편입 가능,"관련, 분야, 경력, 이상, 석사, 이상, 학위, 보유, 컴퓨터, 분야, 최신, 딥, 러닝, 논문, 이해, 구현, 학습, 평가, 수, 역량, 보유, 등, 딥, 러닝, 프레임워크, 중, 개, 이상, 대한, 전문, 지식, 보유, 해외, 여행, 결격, 사유, 분, 요원, 편입, 가능","tensorflow, pytorch, mxnet",데이터 애널리스트
국내외 4년제 대학 관련학과 전공자 악성코드 분석 취약점 분석 등 관련 업무 수행 경험자 분석 리포트 작성 등 문서 작성 유경험자 의사소통이 원활하고 타부서와 협업을 바탕으로 커뮤니케이션 역량 보유 관련 경력 6년 이상,"국내외, 대학, 관련, 학과, 전공자, 악성코드, 분석, 취약점, 분석, 등, 관련, 업무, 수행, 경험, 분석, 리포트, 작성, 등, 문서, 작성, 유, 경험, 의사소통, 부서, 협업, 바탕, 커뮤니케이션, 역량, 보유, 관련, 경력, 이상",,데이터 애널리스트
Bachelor s degree required majored in Economics Statistics Risk management preferred Strong business acumen and communications skills needed to interface with both Executive Management and our Clients including internal business partnering Should over 7 years experiences in work 4 years of experience within leading the Projective work Data analytics Quality management Risk management General insurance Risk management telecommunication preferred Advanced knowledge of Microsoft Office Suite applications including Excel Word and PowerPoint Power BI and other reporting tools a plus Experience working in a multi national multi cultural multi lingual and diverse environment Experience applying problem solving skills to complex systems financial operational and associated integrated processes Strong time management and organization skills,,"bachelor, s, degree, required, majored, in, economics, statistics, risk, management, preferred, strong, business, acumen, and, communications, skills, needed, to, interface, with, both, executive, management, and, our, clients, including, internal, business, partnering, should, over, years, experiences, in, work, years, of, experience, within, leading, the, projective, work, data, analytics, quality, management, risk, management, general, insurance, risk, management, telecommunication, preferred, advanced, knowledge, of, microsoft, office, suite, applications, including, excel, word, and, powerpoint, power, bi, and, other, reporting, tools, a, plus, experience, working, in, a, multi, national, multi, cultural, multi, lingual, and, diverse, environment, experience, applying, problem, solving, skills, to, complex, systems, financial, operational, and, associated, integrated, processes, strong, time, management, and, organization, skills",데이터 애널리스트
백앤드 개발 언어 Go Python 중 하나 이상 능숙하게 구사할 수 있으신 분 ML Deep Learning Framework scikit learn TensorFlow Keras 등 1년 이상의 사용 경험 능숙한 SQL 작성 및 대용량 데이터베이스 모델링 Hadoop MR Hive Spark Flink Presto 등 빅데이터 프레임워크 사용 경험이 있으신 분 Tableau 등의 BI Tool을 이용한 데이터 시각화 경험이 있으신 분,"앤드, 개발, 언어, 중, 하나, 이상, 구사, 수, 분, 등, 이상, 사용, 경험, 작성, 및, 용량, 데이터베이스, 모델링, 등, 빅데이터, 프레임워크, 사용, 경험, 분, 등, 이용, 데이터, 시각, 경험, 분","go, python, ml, deep, learning, framework, scikit, learn, tensorflow, keras, sql, hadoop, mr, hive, spark, flink, presto, tableau, bi, tool",데이터 엔지니어
5년 이상 10년 이하의 클라우드 기반 데이터 플랫폼 구축 및 운영에 익숙한 분 데이터 어플리케이션 개발을 위한 프로그래밍 언어 Python 등 스킬을 보유한 분 데이터 ETL 파이프라인 구축 및 운영 경험이 있는 분 새로운 기술 및 트렌드를 추적하고 실 업무에 적용해보는 열정과 도전의식이 있는 분,"이상, 이하, 클라우드, 기반, 데이터, 플랫폼, 구축, 및, 운영, 분, 데이터, 어플리케이션, 개발, 위, 프로그래밍, 언어, 등, 스킬, 보유, 분, 데이터, 파이프라인, 구축, 및, 운영, 경험, 분, 기술, 및, 트렌드, 추적, 실, 업무, 적용, 열정, 도전, 의식, 분","python, etl",데이터 엔지니어
웹스퀘어 기반 사이트 스크래핑 업무 경험 홈택스 등 데이터 엔지니어링 관련 경력 3년 이상 혹은 그에 준하는 역량을 보유하신 분 Python Node js 등 하나 이상의 언어에 능숙하신 분 팀 워크 및 유관 부서와 협업 커뮤니케이션이 원할하신 분 코드의 가독성과 동료 리뷰의 중요성을 체감하고 계신 분,"웹, 스퀘어, 기반, 사이트, 스크, 래핑, 업무, 경험, 홈택스, 등, 데이터, 엔지니어링, 관련, 경력, 이상, 그, 준, 역량, 보유, 분, 등, 하나, 이상, 언어, 분, 팀, 워, 및, 유관, 부서, 협업, 커뮤니케이션, 분, 코드, 가독성, 동료, 리뷰, 중요성, 체감, 분","python, node, js",데이터 엔지니어
PostgreSQL 또는 Oracle 사용 가능자 기타 DBMS 사용 가능자 Cloud 환경에 대한 이해 및 경험자,"사용, 가능, 기타, 사용, 가능, 환경, 대한, 이해, 및, 경험","postgresql, oracle, dbms, cloud",데이터 엔지니어
유관 경력 2년 이상 혹은 그에 준하는 실력을 지니신 분 모바일 앱서비스 플랫폼 서비스 사업에서의 PM을 2년 이상 경험하신 분 고객중심 사고 데이터 기반 의사결정에 익숙한 분 다양한 직군과의 협업과 커뮤니케이션이 능숙하신 분 데이터 분석 프로젝트를 수행하면서 성과를 만들어보신 분,"유관, 경력, 이상, 그, 준, 실력, 분, 모바일, 앱, 서비스, 플랫폼, 서비스, 사업, 이상, 경험, 분, 고객, 중심, 사고, 데이터, 기반, 의사결정, 분, 직, 협업, 커뮤니케이션, 분, 데이터, 분석, 프로젝트, 수행, 성과, 보신, 분",pm,데이터 엔지니어
경력은 솔루션 지원 경헙이면 되고 희망연봉과 근거를 제시하면 됩니다 신입은 DB에 대한 이해와 적극적인 의지만 있으면 됩니다 초봉은 3500입니다 추가로 아래와 같은 자세와 스펙을 가지셨다면 훨씬 유리 합니다 외산 제품의 특성상 영문에 익숙할 수록 빠르게 적응할 수 있습니다 erwin 사용 경험이나 DB 모델링에 대한 이해 DB에 대한 이해가 많을 수록 훨씬 유리합니다 자기 이름이 들어간 erwin 연계 제품을 만들고 싶으신 분은 대 환영입니다 발표나 강의 말하기 좋아하시는 분들에게는 국내는 물론 해외를 대상으로도 많은 기회를 드릴 수 있습니다 문서나 동영상 작업을 잘하시는 분 이시면 굳이 말로 하지 않으셔도 됩니다 다양한 아이디어를 제안하고 실행하는 것을 좋아하시는 분이면 특별히 우대 합니다,"경력, 솔루션, 지원, 경, 희망, 연봉, 근거, 제시, 신입, 대한, 이해, 적극, 의지, 초봉, 추가, 아래, 자세, 스펙, 유리, 외산, 제품, 특성, 영문, 수록, 수, 사용, 경험, 모델링, 대한, 이해, 대한, 이해, 수록, 자기, 이름, 계, 제품, 분, 환영, 발표, 강의, 말, 분, 국내, 해외, 대상, 기회, 드릴, 수, 문서, 동영상, 작업, 분, 시, 굳이, 말로, 아이디어, 제안, 실행, 것, 우대","db, erwin, db, db, erwin",데이터 엔지니어
3년 이상 석 박사 학위 기간 포함 경력 보유 Linux UNIX 시스템에 대한 지식 소프트웨어의 고가용성 내고장성 구성 경험 Database 활용 경험 Docker 등 Container 환경에 대한 지식 오픈소스 도입 사용 경험 Github com ID 제출,"이상, 석, 박사, 학위, 기간, 포함, 경력, 보유, 시스템, 대한, 지식, 소프트웨어, 고가용성, 고장, 구성, 경험, 활용, 경험, 등, 환경, 대한, 지식, 오픈소스, 도입, 사용, 경험, 제출","linux, unix, database, docker, container, github, com, id",데이터 엔지니어
관련 업무 경험 3년 이상인 분 Postgresql Oracle MySQL MariaDB 등 DB 스키마 설계 구현 경험 SQL Stored Procedure 작성 능력이 있는 분 ER 다이어그램 작성 능력 데이터베이스에 대한 이해가 있으신 분 데이터베이스 튜닝으로 성능 향상 경험이 있으신 분,"관련, 업무, 경험, 이상인, 분, 등, 스키마, 설계, 구현, 경험, 작성, 능력, 분, 다이어그램, 작성, 능력, 데이터베이스, 대한, 이해, 분, 데이터베이스, 튜닝, 성능, 향상, 경험, 분","postgresql, oracle, mysql, mariadb, db, sql, stored, procedure, er",데이터 엔지니어
경력 3년 이상 Python을 통해 Airflow를 구축할 수 있는 분 새로운 기술에 빠르게 익숙해질 수 있는 분 데이터베이스에 대한 기본 지식이 있는 분 데이터 개선을 위해 끈기 있게 업무에 임해주실 수 있는 분,"경력, 이상, 통해, 를, 구축, 수, 분, 기술, 수, 분, 데이터베이스, 대한, 기본, 지식, 분, 데이터, 개선, 위해, 끈기, 업무, 임, 수, 분","python, airflow",데이터 엔지니어
Python을 능숙하게 사용하시는 분 3년 이상 데이터 파이프라인을 구축하고 운영해본 경험이 있으신 분 클라우드 환경 AWS GCP Azure 에서 다양한 서비스를 운영하고 구축한 경험이 있으신 분 동료를 존중하고 다양한 직군과 커뮤니케이션이 원활하신 분,"사용, 분, 이상, 데이터, 파이프라인, 구축, 운영, 경험, 분, 클라우드, 환경, 서비스, 운영, 구축, 경험, 분, 동료, 존중, 직, 커뮤니케이션, 분","python, aws, gcp, azure",데이터 엔지니어
학력 대졸 이상 석사 우대 경력 경력 1년 이상,"학력, 대졸, 이상, 석사, 우대, 경력, 경력, 이상",,데이터 엔지니어
이런 분을 찾고 있어요 대용량 데이터 처리를 위한 플랫폼 구축 및 발생되는 이슈들을 해결하고 싶으신 분 AWS의 다양한 데이터 분석 서비스들을 접하고 싶으신 분 DB에 대한 이해가 높으시고 SQL 작성 역량을 가지신 분 주요 기술 스택은 아래와 같아요 AWS S3 Airflow Glue EMR Kinesis Redshift MySQL ElasticSearch MongoDB Spark Kafka Python Java Shell Script,"분, 용량, 데이터, 처리, 위, 플랫폼, 구축, 및, 발생, 이슈, 해결, 분, 의, 데이터, 분석, 서비스, 접, 분, 대한, 이해, 작성, 역량, 분, 주요, 기술, 스택, 아래","aws, db, sql, aws, s, airflow, glue, emr, kinesis, redshift, mysql, elasticsearch, mongodb, spark, kafka, python, java, shell, script",데이터 엔지니어
학력 4년재 대학 졸업 이상 경력 해당 DBMS 분야의 엔지니어 또는 DBA 경력자 2년이상 10년미만 해당 DBMS PostgreSQL Oracle Tibero Altibase EDB eXperDB MySQL DB2 등,"학력, 대학, 졸업, 이상, 경력, 해당, 분야, 엔지니어, 경력, 해당, 등","dbms, dba, dbms, postgresql, oracle, tibero, altibase, edb, experdb, mysql, db",데이터 엔지니어
데이터 플랫폼 개발 혹은 데이터 모델링 경력이 3년 이상 이거나 이에 준하는 실력을 갖고 계신분 클라우드 환경 AWS GCP 에서 다양한 서비스를 운영하고 구축한 경험이 있으신 분 ETL ELT 처리에 능숙하신 분 문제의 본질을 이해하고 답을 찾기 위해 동료의 의견에 집중하시는 분 자신의 생각을 말 글 그림을 통해 합리적으로 표현할 수 있으신 분 문제 해결에 필요하다면 자신의 지식과 경험을 내려놓을 수 있으신 분 지금보다 더 나은 엔지니어로 성장하고 싶으신 분,"데이터, 플랫폼, 개발, 데이터, 모델링, 경력, 이상, 거나, 이, 준, 실력, 계, 신분, 클라우드, 환경, 서비스, 운영, 구축, 경험, 분, 처리, 분, 문제, 본질, 이해, 답, 찾기, 위해, 동료, 의견, 집중, 분, 자신, 생각, 말, 글, 그림, 통해, 합리, 표현, 수, 분, 문제, 해결, 자신, 지식, 경험, 수, 분, 지금, 더, 나은, 엔지니어, 분","aws, gcp, etl, elt",데이터 엔지니어
담당업무 관련 분야 중 경력 4년 이상이신 분 Computer vision Image Video processing 이론에 대한 전반적인 이해를 하신 분 업무 자동화를 위한 파이프라인 Airflow Kubeflow 등 을 구축하고 운영한 경험이 있으신 분 Kubernetes Docker 등 Container 환경에 대한 지식을 보유하신 분 딥러닝 모델을 활용하여 응용 분야에 대한 연구 개발 경험이 있으신 분 해외 출장에 결격 사유가 없는 분 팀원들과 적극적으로 소통할 수 있는 분 주도적으로 업무를 이끌어가시는 분 제출서류 자율 양식의 이력서 필수 포함내용 성향 및 업무 가치관 개발경험 성공 및 실패 경험 협업 or 프로젝트 진행 관련 개발 성과 협업 경험을 보여줄 수 있는 포트폴리오,"담당, 업무, 관련, 분야, 중, 경력, 이상, 분, 이론, 대한, 전반, 이해, 분, 업무, 자동화, 위, 파이프라인, 등, 구축, 운영, 경험, 분, 등, 환경, 대한, 지식, 보유, 분, 딥, 러닝, 모델, 활용, 응용, 분야, 대한, 연구, 개발, 경험, 분, 해외, 출장, 결격, 사유, 분, 팀원, 적극, 소통, 수, 분, 주도, 업무, 분, 제출, 서류, 자율, 양식, 이력서, 필수, 포함, 내용, 성향, 및, 업무, 가치관, 개발, 경험, 성공, 및, 실패, 경험, 협업, 프로젝트, 진행, 관련, 개발, 성과, 협업, 경험, 수, 포트폴리오","computer, vision, image, video, processing, airflow, kubeflow, kubernetes, docker, container, or",데이터 엔지니어
학력 무관 경력 신입 경력 년수무관,"학력, 무관, 경력, 신입, 경력, 년, 무관",,데이터 엔지니어
1 3년차 데이터 엔지니어링 경험 이나 컴퓨터공학 관련 학사 혹은 그에 준하는 실력 이 있으신 분이면 좋아요 파이썬으로 웹 스크래핑을 해보신 분이면 좋아요 데이터 엔지니어링 관련 팀 프로젝트를 해보신 분이면 좋아요 다양한 기술을 사용하여 개발을 진행보신 분이면 좋아요,"데이터, 엔지니어링, 경험, 이나, 컴퓨터공학, 관련, 학사, 그, 준, 실력, 이, 파이썬, 웹, 스크래핑, 데이터, 엔지니어링, 관련, 팀, 프로젝트, 기술, 사용, 개발, 진행, 보신",,데이터 엔지니어
데이터 엔지니어로 이런 분을 찾아요 데이터 엔지니어 관련 경력 3년 이상 혹은 그에 준하는 역량을 보유하신 분 알고리즘 데이터 구조 OS 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖고계신 분 Python으로 능숙한 개발이 가능하신 분 Hadoop MR Hive Spark 등 분산 처리 기술 관련 개발 경험이 있으신 분 다양한 데이터 소스로부터 데이터를 수집한 경험이 있으신 분 DB Third party Log Streaming 등 SQL 전문 지식과 AWS 클라우드 서비스 내 개발 및 운영 경험이 있으신 분 다양한 직군의 동료들과 원활하게 소통할 수 있으신 분 새로운 기술을 끊임없이 접하고 적용할 수 있으신 분 개발한 내용들을 정리하여 동료들과 공유할 수 있으신 분,"데이터, 엔지니어, 분, 데이터, 엔지니어, 관련, 경력, 이상, 그, 준, 역량, 보유, 분, 알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 대한, 이해, 분, 개발, 분, 등, 분산, 처리, 기술, 관련, 개발, 경험, 분, 데이터, 소스, 로부터, 데이터, 수집, 경험, 분, 등, 전문, 지식, 클라우드, 서비스, 내, 개발, 및, 운영, 경험, 분, 직, 동료, 소통, 수, 분, 기술, 접, 적용, 수, 분, 개발, 내용, 정리, 동료, 공유, 수, 분","os, python, hadoop, mr, hive, spark, db, third, party, log, streaming, sql, aws",데이터 엔지니어
데이터 수집 및 전처리 구축 경험이 있는 3년 이상의 경력자 또는 그에 준하는 실력을 갖춘 분 숙련된 SQL 능력과 Python 데이터 처리 경험을 보유한 분드,"데이터, 수집, 및, 처리, 구축, 경험, 이상, 경력, 그, 준, 실력, 분, 숙련, 능력, 데이터, 처리, 경험, 보유, 분드","sql, python",데이터 엔지니어
데이터 플랫폼 개발 혹은 거버넌스 업무 경력이 3년 이상이거나 이에 준하는 실력을 보유하신 분 SQL을 활용하여 기술통계를 처리하고 데이터를 분석할 수 있는 분 Python 프로그래밍이 가능하신 분핀다 데이터 플랫폼팀에서 사용하고 있는 기술 Python Scala SQL Apache Spark Delta Lake Airflow Kafka FastAPI Git ArgoCD Grafana,"데이터, 플랫폼, 개발, 거버넌스, 업무, 경력, 이상, 거나, 이, 준, 실력, 보유, 분, 활용, 술통, 처리, 데이터, 분석, 수, 분, 프로그래밍, 분, 데이터, 플랫폼, 팀, 사용, 기술","sql, python, python, scala, sql, apache, spark, delta, lake, airflow, kafka, fastapi, git, argocd, grafana",데이터 엔지니어
신입 컴퓨터공학 통계학 경영학 경영정보학 산업공학 등 관련학과 전공자 데이터분석도구 R SAS Python SAP등 을 이용한 Data Analysis Process 수행 가능자 데이터 추출 핸들링 EDA Statistical Analysis Data Mining Report Deployment 등일련의 분석 모델 개발 프로젝트 수행 Query 작성을 통해 필요 데이터에 대한 다양한 Manipulation 데이터 전처리 분석 마트 구축 등 이 가능한 자,"신입, 컴퓨터공학, 통계학, 경영학, 경영정보학, 산업, 공학, 등, 관련, 학과, 전공자, 데이터, 분석, 도구, 등, 이용, 수행, 가능, 데이터, 추출, 핸들링, 등, 일련, 분석, 모델, 개발, 프로젝트, 수행, 작성, 통해, 필요, 데이터, 대한, 데이터, 처리, 분석, 마트, 구축, 등, 이, 자","r, sas, python, sap, data, analysis, process, eda, statistical, analysis, data, mining, report, deployment, query, manipulation",데이터 엔지니어
경력 10년 미만 컴퓨터공학 통계학 경영학 경영정보학 산업공학 등 관련학과 전공자 데이터분석도구 R SAS Python SAP등 을 이용한 Data Analysis Process 수행 가능자 데이터 추출 핸들링 EDA Statistical Analysis Data Mining Report Deployment 등일련의 분석 모델 개발 프로젝트 수행 Query 작성을 통해 필요 데이터에 대한 다양한 Manipulation 데이터 전처리 분석 마트 구축 등 이 가능한 자,"경력, 미만, 컴퓨터공학, 통계학, 경영학, 경영정보학, 산업, 공학, 등, 관련, 학과, 전공자, 데이터, 분석, 도구, 등, 이용, 수행, 가능, 데이터, 추출, 핸들링, 등, 일련, 분석, 모델, 개발, 프로젝트, 수행, 작성, 통해, 필요, 데이터, 대한, 데이터, 처리, 분석, 마트, 구축, 등, 이, 자","r, sas, python, sap, data, analysis, process, eda, statistical, analysis, data, mining, report, deployment, query, manipulation",데이터 엔지니어
DW 혹은 Data Lake 논리 물리적 설계 능력 보유 ELT 스트리밍 파이프라인 개발 경험 보유 데이터베이스 기본 쿼리 작성 능력 보유 프로그래밍 언어 기초 능력 보유,"논리, 물리, 설계, 능력, 보유, 스트리밍, 파이프라인, 개발, 경험, 보유, 데이터베이스, 기본, 쿼리, 작성, 능력, 보유, 프로그래밍, 언어, 기초, 능력, 보유","dw, data, lake, elt",데이터 엔지니어
경력 3년 이상 Oracle Database 운영 백업 모니터링 장애처리 경험자 DB Schema 관리 및 DB 성능 최적화 Oracle DB 및 RAC 설치 운영 경험자 DB Migration 경험,"경력, 이상, 운영, 백업, 모니터링, 장애, 처리, 경험, 관리, 및, 성능, 최적화, 및, 설치, 운영, 경험, 경험","oracle, database, db, schema, db, oracle, db, rac, db, migration",데이터 엔지니어
3 5년 이상의 AWS GCP등 cloud native 환경에서의 데이터 인프라 구축 및 운영 경험을 가지고 있습니다 안정적이고 확장가능한 데이터 제품을 설계하고 이를 서빙하기 위해 필요한 사항을 직접 구현할 수있습니다 높은 코드 퀄리티와 아키텍쳐 수준을 지향하며 이를 데이터 플랫폼 및 데이터 제품에 녹여낼 수 있습니다 Airflow와 같은 workflow orchestrator Prefect Oozie등 에 대한 이해와 이를 활용한workflow 개발 경험이 있습니다 CS 전공자 또는 그에 상응하는 알고리즘 데이터구조 OS 데이터베이스 등 기본적인 전산 지식을보유하고 이를 업무에 활용할 수 있습니다,"이상, 등, 환경, 데이터, 인프라, 구축, 및, 운영, 경험, 가지, 안정, 확장, 데이터, 제품, 설계, 서빙, 위해, 사항, 직접, 구현, 수, 코드, 퀄리티, 아키텍쳐, 수준, 지향, 데이터, 플랫폼, 및, 데이터, 제품, 낼, 수, 등, 대한, 이해, 활용, 개발, 경험, 전공자, 그, 상응, 알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 보유, 업무, 활용, 수","aws, gcp, cloud, native, airflow, workflow, orchestrator, prefect, oozie, workflow, cs, os",데이터 엔지니어
인프라 및 데이터 관련 5년 이상 경력자 전산학에 대한 기본적인 이해도가 있는 분 Java Scala Python 등에 대해 능숙하게 다룰 수 있는 언어를 1 개 이상보유하신 분 Hadoop Ecosystem 관련 기본 지식을 갖추고 계신 분,"인프라, 및, 데이터, 관련, 이상, 경력, 전산학, 대한, 기본, 이해도, 분, 등, 대해, 수, 언어, 개, 이상보, 유하, 신, 분, 관련, 기본, 지식, 분","java, scala, python, hadoop, ecosystem",데이터 엔지니어
컴퓨터 및 유관 분야 학사 이상 정보보호 업무 3년 이상 데이터 보안 업무 경력 정보보호 정책에 대한 이해 및 관리체계 절차에 대한 지식 및 경험 시스템 보안 설치 및 운영 취약점 분석 능력 AI ML주요 개념 및 개발 프로세스에 대한 개념적 수준의 이해 Data Science에 대한 기본적인 이해 Shell Python 등 최소 1개 이상의 스크립트 언어 활용 가능자 적극적이고 원활한 의사 소통 능력 투명한 정보 공유와 원활한 상호 피드백이 가능한 문화를 리드할 수 있는 역량,"컴퓨터, 및, 유관, 분야, 학사, 이상, 정보보호, 업무, 이상, 데이터, 보안, 업무, 경력, 정보보호, 정책, 대한, 이해, 및, 관리, 체계, 절차, 대한, 지식, 및, 경험, 시스템, 보안, 설치, 및, 운영, 취약점, 분석, 능력, 주요, 개념, 및, 개발, 프로세스, 대한, 개념, 수준, 이해, 대한, 기본, 이해, 등, 최소, 개, 이상, 스크립트, 언어, 활용, 가능, 적극, 의사, 소통, 능력, 정보, 공유, 상호, 피드백, 문화, 리드, 수, 역량","ai, ml, data, science, shell, python",데이터 엔지니어
데이터 수집 전처리 중 1개 이상 구축 경험이 있는 1년 이상의 경력자 또는 그에 준하는 실력을 갖춘 분 대규모 데이터 파이프라인 포함 서비스 개발 경험 3년 이상 또는 그에 준하는 실력을 갖춘 분 1개 이상의 프로그래밍 언어에 능숙하신 분 배치 및 실시간 데이터 처리 아키텍처에 대한 이해도가 높고 서비스에 적용한 경험이 있는 분,"데이터, 수집, 처리, 중, 개, 이상, 구축, 경험, 이상, 경력, 그, 준, 실력, 분, 대규모, 데이터, 파이프라인, 포함, 서비스, 개발, 경험, 이상, 그, 준, 실력, 분, 개, 이상, 프로그래밍, 언어, 분, 배치, 및, 실시간, 데이터, 처리, 아키텍처, 대한, 이해도, 서비스, 적용, 경험, 분",,데이터 엔지니어
리눅스 엔지니어,"리눅스, 엔지니어",,데이터 엔지니어
실서비스 운영 경험 게임 앱 등 시드 시리즈 A 라운드 스타트업 경험 데이터 엔지니어 경력 빅데이터 파이프라인 개발 경험 k8s에 대한 이해 국내외 유수의 대학에서 정량적 분석적 분야와 관련된 전공 예 수학 컴퓨터공학 물리학 산업공학 금융공학 등 으로 학사 석사 혹은 박사학위를 취득하신 분 컴퓨터 공학 전공자 혹은 그에 준하는 전공 지식을 보유한 자,"실, 서비스, 운영, 경험, 게임, 앱, 등, 시드, 시리즈, 라운드, 스타트업, 경험, 데이터, 엔지니어, 경력, 빅데이터, 파이프라인, 개발, 경험, 대한, 이해, 국내외, 유수, 대학, 정량, 분석, 분야, 관련, 전공, 예, 수학, 컴퓨터공학, 물리학, 산업, 공학, 금융공학, 등, 학사, 석사, 박사학위, 취득, 분, 컴퓨터, 공학, 전공자, 그, 준, 전공, 지식, 보유, 자","a, k, s",데이터 엔지니어
학력 초대졸이상데이터베이스 운영 및 관리 경력 2년 이상데이터베이스 장애 발생 시 이수해결 및 리포팅 가능적극적이고 원활한 커뮤니케이션 가능,"학력, 초대, 졸, 이상, 데이터베이스, 운영, 및, 관리, 경력, 이상, 데이터베이스, 장애, 발생, 시, 이수, 해결, 및, 리, 포팅, 가능, 적극, 커뮤니케이션, 가능",,데이터 엔지니어
유관 경력 5년 이상이신 분 복잡하고 반복적인 문제를 단순화 및 자동화하여 해결하고 싶으신 분 데이터 파이프라인 ETL 개발 경험이 있으신 분 SQL Python을 이용한 서비스 개발 경험이 있으신 분 Airflow 등 Workflow Tool 개발 및 운영 경험이 있으신 분 분석 업무를 위한 데이터 마트 구축 및 운영 경험을 보유하신 분,"유관, 경력, 이상, 분, 반복, 문제, 단순화, 및, 자동화, 해결, 분, 데이터, 파이프라인, 개발, 경험, 분, 이용, 서비스, 개발, 경험, 분, 등, 개발, 및, 운영, 경험, 분, 분석, 업무, 위, 데이터, 마트, 구축, 및, 운영, 경험, 보유, 분","etl, sql, python, airflow, workflow, tool",데이터 엔지니어
